Tstar,Hstar_min,Hstar_med,Hstar_max,pixel_x,pixel_y_q85,pixel_y_median,pixel_y_q15
3.587443946188341,0.7684931506849316,0.7808219178082192,0.791095890410959,415.0,248.2,247.0,246.0
3.609865470852018,0.7602739726027398,0.7705479452054794,0.791095890410959,416.0,249.0,248.0,246.0
3.632286995515695,0.7602739726027398,0.7705479452054794,0.791095890410959,417.0,249.0,248.0,246.0
3.6547085201793723,0.7541095890410959,0.7705479452054794,0.791095890410959,418.0,249.6,248.0,246.0
3.6771300448430493,0.75,0.7705479452054794,0.788527397260274,419.0,250.0,248.0,246.25
3.6995515695067263,0.7397260273972602,0.7602739726027398,0.7808219178082192,420.0,251.0,249.0,247.0
3.7219730941704037,0.7304794520547945,0.75,0.7808219178082192,421.0,251.9,250.0,247.0
3.7443946188340806,0.7202054794520547,0.7397260273972602,0.7705479452054794,422.0,252.9,251.0,248.0
3.766816143497758,0.711472602739726,0.7345890410958904,0.7679794520547946,423.0,253.75,251.5,248.25
3.789237668161435,0.7042808219178084,0.7294520547945206,0.7602739726027398,424.0,254.45,252.0,249.0
3.811659192825112,0.6883561643835616,0.7191780821917808,0.7602739726027398,425.0,256.0,253.0,249.0
3.8340807174887894,0.678082191780822,0.708904109589041,0.75,426.0,257.0,254.0,250.0
3.8565022421524664,0.6678082191780822,0.6986301369863014,0.7397260273972602,427.0,258.0,255.0,251.0
3.8789237668161434,0.6575342465753424,0.6832191780821918,0.7294520547945206,428.0,259.0,256.5,252.0
3.901345291479821,0.6472602739726028,0.678082191780822,0.7294520547945206,429.0,260.0,257.0,252.0
3.9237668161434978,0.6107876712328766,0.6575342465753424,0.7191780821917808,430.0,263.55,259.0,253.0
3.9461883408071747,0.5192636986301365,0.5941780821917806,0.6917808219178083,431.0,272.45833333333337,265.1666666666667,255.66666666666666
3.968609865470852,0.4277397260273972,0.5308219178082194,0.6643835616438358,432.0,281.3666666666667,271.3333333333333,258.3333333333333
3.991031390134529,0.33621575342465776,0.4674657534246575,0.636986301369863,433.0,290.275,277.5,261.0
4.013452914798206,0.24469178082191778,0.4041095890410957,0.6095890410958902,434.0,299.18333333333334,283.6666666666667,263.6666666666667
4.0358744394618835,0.15316780821917778,0.34075342465753444,0.582191780821918,435.0,308.0916666666667,289.8333333333333,266.3333333333333
4.058295964125561,0.06164383561643835,0.2773972602739726,0.5547945205479452,436.0,317.0,296.0,269.0
4.0807174887892375,0.0410958904109589,0.2773972602739726,0.5511986301369861,437.0,319.0,296.0,269.35
4.103139013452915,0.0,0.2363013698630137,0.53527397260274,438.0,320.0,300.0,270.9
4.125560538116592,0.0,0.21575342465753425,0.4808219178082193,439.0,320.0,302.0,276.2
4.147982062780269,0.0,0.21575342465753425,0.46027397260273983,440.0,320.0,302.0,278.2
4.170403587443946,0.0,0.1797945205479452,0.416609589041096,441.0,320.0,305.5,282.45
4.192825112107624,0.0,0.1643835616438356,0.3904109589041096,442.0,320.0,307.0,285.0
4.2152466367713,0.0,0.0410958904109589,0.1530821917808217,443.0,321.0,319.0,308.1
4.237668161434978,0.0,0.0,0.0410958904109589,444.0,321.6,320.0,319.0
4.260089686098655,0.0,0.0,0.0410958904109589,445.0,321.75,320.0,319.0
4.2825112107623315,0.0,0.0,0.0410958904109589,446.0,321.75,320.0,319.0
4.304932735426009,0.0,0.0,0.0410958904109589,447.0,322.0,320.5,319.0
4.327354260089686,0.0,0.0,0.0,448.0,322.0,321.0,319.65
